itemID,due_date,order_release,batch_size
2,576920.7552047306,574525.7552047306,78
3,1012915.3010163731,1002597.3010163731,162
4,250263.7812986316,249213.7812986316,14
5,248301.8609552402,246172.8609552402,43
1,205070.38688342524,202284.38688342524,24
2,580485.7599621981,574802.7599621981,76
3,1018540.1878051631,1004262.1878051631,162
4,252444.13324022395,250179.13324022395,18
5,252715.1084146665,247844.1084146665,44
1,203905.87986536944,202542.87986536944,14
2,587632.7028361362,578312.7028361362,153
3,1022971.7920794506,1007262.7920794506,141
4,255042.34608566063,250763.34608566063,28
5,253353.94436276503,248463.94436276503,40
1,205081.352711433,202639.352711433,37
2,590428.9050479381,578938.9050479381,151
3,1028786.5685731019,1011571.5685731019,161
4,252801.79663125818,250849.79663125818,23
5,250616.71352378846,248566.71352378846,17
1,207262.74012029334,205172.74012029334,20
2,593129.2122660131,582069.2122660131,151
3,1025384.4470118921,1015317.4470118921,149
4,254604.39464311398,251303.39464311398,26
5,251776.13570540055,248605.13570540055,31
1,209118.88094919687,206022.88094919687,37
2,589207.7939000757,583577.7939000757,131
3,1027145.537719685,1019579.537719685,102
4,253935.20861484954,251923.20861484954,20
5,251286.5107945881,249810.5107945881,14
1,209654.80894551156,208395.80894551156,23
2,587952.9044958914,585766.9044958914,59
3,1031111.2371413562,1020746.2371413562,121
4,254274.50369192005,251977.50369192005,14
5,252728.08853720603,250443.08853720603,37
1,211132.8862169853,209879.8862169853,31
2,593343.0146382813,588051.0146382813,120
3,1029804.1295792651,1021094.1295792651,168
4,255170.3033589213,253193.3033589213,15
5,255194.13789841003,251093.13789841003,40
1,213693.0996136146,211319.0996136146,21
2,598612.1773696304,590720.1773696304,132
3,1033398.6993494271,1024911.6993494271,87
4,254945.02662951557,253256.02662951557,18
5,255915.6506342067,252700.6506342067,42
1,215959.5215723434,212228.5215723434,37
2,598984.238714726,593256.238714726,99
3,1039362.7130692387,1031189.7130692387,85
4,259701.72118708887,255497.72118708887,27
5,255820.8882277489,252766.8882277489,29
1,214066.45395321198,213224.45395321198,15
2,603423.6690899881,593466.6690899881,130
3,1047334.3258603475,1033390.3258603475,128
4,260597.94246183324,258687.94246183324,12
5,254457.09673204212,253341.09673204212,17
1,216688.46519178894,213547.46519178894,34
2,602380.0731964142,595073.0731964142,131
3,1047913.1566735902,1035080.1566735902,104
4,259741.04125337856,258715.04125337856,16
5,255054.02058146254,253688.02058146254,17
1,216039.08433317195,214434.08433317195,29
2,601747.6987517943,595602.6987517943,95
3,1044514.8131139427,1036458.8131139427,64
4,262643.8861798267,260764.88617982672,11
5,255271.1363258953,253863.1363258953,29
1,221623.06602973933,217843.06602973933,34
2,602723.4403821,598671.4403821,114
3,1053970.8205431611,1038089.8205431612,135
4,262436.92576309975,260790.92576309975,13
5,254822.57012855227,253901.57012855227,15
1,220057.04763315714,219164.04763315714,13
2,608246.5801628488,601075.5801628488,103
3,1045530.5472331607,1040469.5472331607,88
4,263870.7962308869,261416.7962308869,21
5,256573.00078975674,254352.00078975674,18
1,221891.64249709554,219791.64249709554,25
2,616134.9324540668,604562.9324540668,151
3,1057315.392461542,1044078.3924615422,169
4,263381.4100979932,261604.41009799318,10
5,256683.04066281902,255189.04066281902,16
1,223025.40639770793,221602.40639770793,27
2,610126.7218345844,607107.7218345844,48
3,1057299.0157207344,1044093.0157207345,119
4,264933.7048118634,263394.7048118634,25
5,258318.34107506025,255633.34107506025,32
1,226701.20166617763,222922.20166617763,38
2,613181.2420221183,607393.2420221183,69
3,1065193.8634714694,1058082.8634714694,65
4,265231.47389237175,263684.47389237175,14
5,260562.09350670167,255860.09350670167,43
1,225908.20918139193,223111.20918139193,25
2,614571.6116528413,609770.6116528413,84
3,1076040.4455156294,1067485.4455156294,126
4,267567.66915958613,264170.66915958613,23
5,258284.00161894393,256052.00161894393,21
1,227479.19587840547,223482.19587840547,38
2,614850.5574464374,610108.5574464374,76
3,1075756.9597599488,1068785.9597599488,159
4,268921.3264385871,265590.3264385871,24
5,258453.69642826437,256137.69642826437,32
1,225881.03302746045,223759.03302746045,23
2,619116.838728541,615090.838728541,112
3,1078760.1631820688,1070437.1631820688,91
4,271362.54326516704,268714.54326516704,17
5,261577.69919414094,258303.69919414094,27
1,227204.33579428017,223869.33579428017,31
2,622831.7529281966,617304.7529281966,113
3,1077519.1231079705,1070536.1231079705,90
4,273266.9758319218,270016.9758319218,19
5,261027.8150317346,259866.8150317346,14
1,226447.4796206064,223942.4796206064,24
2,631662.6470018844,620728.6470018844,137
3,1080034.8942660368,1072431.8942660368,127
4,272380.9396454912,270283.9396454912,14
5,263075.12869707315,261122.12869707315,44
1,225125.21285458948,224354.21285458948,15
2,623857.5780720881,621119.5780720881,51
3,1095456.2380082218,1087032.2380082218,120
4,274097.59531904676,270955.59531904676,18
5,263556.068943157,261500.068943157,43
1,231045.27576976223,228095.27576976223,32
2,627543.1432635625,622661.1432635625,133
3,1098455.1869038304,1088874.1869038304,130
4,273457.94454004,271647.94454004,15
5,268558.24372719123,263975.24372719123,40
1,230240.4225070728,229350.4225070728,16
2,633881.545824993,626768.545824993,99
3,1100430.346234919,1091953.346234919,160
4,273214.14710906666,271733.14710906666,10
5,270544.38891344826,267461.38891344826,32
1,231786.08760200528,230138.08760200528,20
2,632189.2516132474,630309.2516132474,48
3,1103712.1896216432,1094786.1896216432,105
4,273423.67082532984,271845.67082532984,17
5,270071.72513021954,268209.72513021954,20
1,231991.2860766304,230196.2860766304,26
2,643631.5057795391,638757.5057795391,86
3,1111951.1038688081,1096467.1038688081,148
4,275091.51979776425,272766.51979776425,23
5,271060.2137877702,269371.2137877702,17
1,233167.8379821064,230646.8379821064,22
2,645934.9196859094,640098.9196859094,146
3,1108645.0680446797,1096581.0680446797,120
4,275527.65054247295,273906.65054247295,10
5,271340.19677065057,269398.19677065057,26
1,232763.94842956346,230736.94842956346,22
2,647389.237321385,642328.237321385,140
3,1100880.914336387,1097690.914336387,59
4,279095.4303748299,275474.4303748299,25
5,272470.655072758,269876.655072758,35
1,232204.08011003156,231003.08011003156,26
2,660624.6177092148,652636.6177092148,95
3,1106884.6212393485,1098863.6212393485,98
4,280351.15435330843,278255.15435330843,15
5,271235.1634971393,270026.1634971393,24
1,235632.56184782207,234821.56184782207,18
2,657263.7405182383,653372.7405182383,68
3,1114402.3479028149,1104398.3479028149,114
4,279988.970584847,278710.970584847,12
5,274331.2340435963,270691.2340435963,38
1,236736.78781430703,235043.78781430703,16
2,659357.2416633943,656187.2416633943,82
3,1120017.6450403475,1109123.6450403475,139
4,281319.70103512023,278817.70103512023,22
5,273293.079551619,272228.079551619,22
1,240187.56716872632,238334.56716872632,37
2,667976.3276349041,660739.3276349041,144
3,1128448.0990818946,1113046.0990818946,147
4,281091.59891183017,279364.59891183017,15
5,275317.04172936355,273101.04172936355,42
1,242135.1039586662,238643.1039586662,35
2,671477.5689055906,665717.5689055906,153
3,1128863.2797293456,1118667.2797293456,162
4,281621.9139631996,279762.9139631996,19
5,279417.0642999701,278140.0642999701,23
1,242791.0436660762,239249.0436660762,34
2,673845.8314401692,665722.8314401692,111
3,1136104.2788906763,1120490.2788906763,127
4,282924.55369059055,281273.55369059055,11
5,279180.4442486379,278269.4442486379,18
1,241724.834303513,239810.834303513,20
2,673112.0679465597,668235.0679465597,151
3,1133913.735003444,1120762.735003444,164
4,285357.3157631356,282839.3157631356,16
5,280722.3419426241,278571.3419426241,40
1,243125.52997558325,240892.52997558325,23
2,674228.4659413849,670065.4659413849,130
3,1141051.562904106,1124942.562904106,150
4,284842.0749589331,283259.0749589331,11
5,283091.944792174,279130.944792174,37
1,242169.60581373758,240934.60581373758,25
2,675752.3517723636,673853.3517723636,58
3,1133233.369167794,1128689.369167794,72
4,284859.9040170531,283545.9040170531,12
5,280922.7100296752,279556.7100296752,15
1,243076.11485349562,241353.11485349562,38
2,683855.881420067,676822.881420067,105
3,1137164.3517333893,1128802.3517333893,94
4,286101.2964988837,283656.2964988837,16
5,283859.834819167,280037.834819167,30
1,243334.11777902875,241711.11777902875,13
2,689336.7662557792,677598.7662557792,146
3,1163602.2035510251,1151308.2035510251,168
4,286941.5320283014,284088.5320283014,26
5,284267.86518928007,280145.86518928007,38
1,244098.60818767868,242376.60818767868,23
2,683681.7987390851,679358.7987390851,67
3,1170265.5689736349,1156513.5689736349,130
4,285975.392414112,284799.392414112,18
5,282462.78919608315,280483.78919608315,14
1,245488.49723199598,243713.49723199598,38
2,697909.2085627588,686635.2085627588,158
3,1165843.2556880948,1157734.2556880948,100
4,287535.49430224166,285414.49430224166,14
5,282584.84932497796,280596.84932497796,32
1,246512.8423347953,245355.8423347953,27
2,690703.9106584293,686946.9106584293,91
3,1165718.9208555932,1160806.9208555932,64
4,290324.3965641925,285505.3965641925,28
5,283824.12520401285,280873.12520401285,40
1,249623.66547066133,247149.66547066133,26
2,692171.1986634757,687081.1986634757,109
3,1173755.5986889233,1163653.5986889233,130
4,288365.2880126839,286191.2880126839,23
5,282858.40618086816,280989.40618086816,27
1,248967.57169667052,247746.57169667052,21
2,693100.8804997749,689297.8804997749,93
3,1182679.882988476,1167272.882988476,161
4,291777.5819507457,289931.5819507457,22
5,283398.8504058661,281526.8504058661,24
1,252719.8435520329,249780.8435520329,32
2,694429.3815385621,692150.3815385621,54
3,1182616.9980230113,1175701.9980230113,128
4,292662.5291031491,290542.5291031491,17
5,283730.34293061733,281702.34293061733,24
1,253581.4591188782,250714.4591188782,31
2,700363.5259514384,695127.5259514384,103
3,1181850.4871972145,1176667.4871972145,116
4,292478.7684913728,290831.7684913728,21
5,283946.0192835719,281961.0192835719,33
1,252642.56203386086,251323.56203386086,30
2,699845.7840738203,697359.7840738203,67
3,1199149.429630176,1178745.429630176,165
4,292911.48075417406,291024.48075417406,17
5,285383.47515359655,282023.47515359655,38
1,253205.94517636386,251366.94517636386,22
2,706531.2317967912,699721.2317967912,84
3,1187876.3920468283,1179310.3920468283,150
4,293793.54292829824,292978.54292829824,11
5,285072.3306136406,283256.3306136406,31
1,252775.69987417903,251847.69987417903,15
2,706884.4702745685,701368.4702745685,125
3,1194950.0255341895,1190959.0255341895,91
4,295399.15377360483,293316.15377360483,17
5,287425.1543017548,284250.1543017548,28
1,253841.63323841832,252388.63323841832,37
2,704021.4469441097,701694.4469441097,48
3,1212875.7269215165,1196798.7269215165,140
4,296179.6281397929,293557.6281397929,19
5,286061.2985294714,284914.2985294714,21
1,254819.0498831435,252482.0498831435,30
2,714178.1656226169,703178.1656226169,150
3,1211714.758504913,1200142.758504913,102
4,296546.5055134358,294182.5055134358,17
5,293479.8568571968,288602.8568571968,44
1,254529.83644285065,252709.83644285065,25
2,711149.8223191943,705896.8223191943,87
3,1214989.548258241,1201297.548258241,155
4,297483.924730767,295713.924730767,12
5,292453.005591862,288899.005591862,27
1,255215.12767583656,253610.12767583656,19
2,717403.9113133226,710532.9113133226,90
3,1222384.8163486822,1209705.8163486822,157
4,299251.9378626437,297735.9378626437,17
5,294607.9969178071,291802.9969178071,21
1,257025.9791042707,253971.9791042707,28
2,715146.3119457852,710798.3119457852,90
3,1220777.3551305667,1212041.3551305667,157
4,300955.7127200324,298836.7127200324,13
5,295779.0150409772,293663.0150409772,21
1,258809.80292087645,256887.80292087645,24
2,720265.1363704585,713304.1363704585,101
3,1230326.3077259914,1219368.3077259914,95
4,300916.1411436483,299232.1411436483,19
5,300021.7822222732,297300.7822222732,39
1,258769.96535340953,257240.96535340953,14
2,725018.7013842181,717943.7013842181,147
3,1227885.5292492846,1223033.5292492846,104
4,303696.2017546369,299991.2017546369,24
5,299505.48007465247,298191.48007465247,16
1,259053.69477894934,257383.69477894934,35
2,721746.9823162352,718161.9823162352,85
3,1234623.134159266,1224726.134159266,85
4,303562.4169027893,301653.4169027893,24
5,302966.79904718656,300957.79904718656,18
1,262074.40365050256,258310.40365050256,34
2,723809.277834935,718447.277834935,82
3,1235553.686521233,1228855.686521233,94
4,305378.09154609236,302506.09154609236,21
5,302303.8291037007,301086.8291037007,17
1,260272.60532246888,258420.60532246888,20
2,725917.6639672681,720000.6639672681,126
3,1244471.2214345473,1234454.2214345473,86
4,304439.3027667265,303332.3027667265,11
5,307746.45670646505,304424.45670646505,41
1,259660.45036267577,258800.45036267577,16
2,737696.3721174382,725288.3721174382,150
3,1242082.2626160136,1237478.2626160136,64
4,305514.40582131856,303548.40582131856,10
5,306416.0133432925,304802.0133432925,33
1,261191.11093374726,259153.11093374726,28
2,735202.9145530285,728133.9145530285,116
3,1243230.8348003998,1239924.8348003998,55
4,307000.904750014,305354.904750014,11
5,308632.1778281137,305894.1778281137,35
1,262452.19365335687,261178.19365335684,22
2,739978.4144063633,728621.4144063633,154
3,1248094.6654775823,1240702.6654775823,84
4,308554.69974656304,306972.69974656304,15
5,309171.622336827,307363.622336827,39
1,263597.12347326445,262329.12347326445,12
2,732126.8456038325,728931.8456038325,69
3,1251414.5967630658,1242722.5967630658,133
4,308844.6215297227,307759.6215297227,11
5,311638.4164645171,308370.4164645171,42
1,264819.7206799657,262841.7206799657,28
2,742203.0532991537,731342.0532991537,130
3,1257322.2226367737,1245104.2226367737,110
4,313045.10180136876,308491.10180136876,27
5,310793.8336469524,309701.8336469524,23
1,266133.0587076451,262990.0587076451,30
2,740110.4877572276,732372.4877572276,158
3,1261258.9121914306,1251788.9121914306,79
4,311516.1496649899,309738.1496649899,22
5,312401.9765328085,309709.9765328085,39
1,265511.5395743854,263113.5395743854,34
2,739080.2726128525,735182.2726128525,112
3,1266215.8885596807,1259769.8885596807,86
4,311809.8694292293,310128.8694292293,10
5,312735.7720503545,310316.7720503545,31
1,265692.36305807583,264427.36305807583,31
2,740482.6415929076,735220.6415929076,63
3,1277977.3545326549,1261770.3545326549,135
4,313981.9355338872,310301.9355338872,21
5,312898.019727242,310946.019727242,24
1,268706.5017606199,267411.5017606199,12
2,745751.242682952,739099.242682952,105
3,1273251.572036241,1262473.572036241,127
4,313195.5581871658,310934.5581871658,13
5,313467.41811589274,311924.41811589274,15
1,273871.5020309166,270856.5020309166,29
2,750759.839525229,743291.839525229,135
3,1281460.377529819,1264996.377529819,135
4,313147.2932959758,311563.2932959758,18
5,315272.54472397483,313690.54472397483,18
1,274487.3468368099,271114.3468368099,35
2,748806.4444200232,743916.4444200232,96
3,1278793.5335758545,1265289.5335758545,109
4,314262.58240187814,311621.58240187814,15
5,316115.20739434194,314248.20739434194,19
1,274974.3620855798,271249.3620855798,35
2,753125.8333176068,750468.8333176068,74
3,1275883.9689283448,1267249.9689283448,106
4,315016.3525341427,312866.3525341427,19
5,315786.414480284,314775.414480284,15
1,274760.24192708463,271795.24192708463,26
2,757999.8923052823,751474.8923052823,90
3,1278138.076034946,1271825.076034946,138
4,316292.08043034596,314409.08043034596,10
5,318052.78835326526,315550.78835326526,34
1,273330.9602473785,271932.9602473785,22
2,757369.7113047906,753572.7113047906,86
3,1296292.664952411,1286423.664952411,105
4,316431.33829261694,314691.33829261694,15
5,318312.5418508197,316667.5418508197,37
1,274055.20200972294,272198.20200972294,35
2,757839.0465573955,753701.0465573955,103
3,1299881.855160305,1286686.855160305,161
4,317708.7424075007,316023.7424075007,23
5,319601.44019855285,317363.44019855285,22
1,275359.7057823855,272637.7057823855,36
2,763525.9562003209,754066.9562003209,143
3,1293893.5984673104,1286963.5984673104,69
4,320907.8428384514,318430.8428384514,13
5,318658.57009894797,317702.57009894797,15
1,275280.68778170133,272919.68778170133,28
2,761602.928330671,754903.928330671,149
3,1305151.7007449195,1298426.7007449195,67
4,322515.7216221358,320005.7216221358,20
5,322302.69160461996,317987.69160461996,34
1,277141.24704117776,274982.24704117776,33
2,766472.1247951122,758826.1247951122,149
3,1319558.6639583127,1309146.6639583127,106
4,324381.0456997886,321042.0456997886,24
5,320919.68389128364,319690.68389128364,26
1,277347.5269793252,275579.5269793252,20
2,763289.7528372924,759199.7528372924,48
3,1324711.720118783,1310622.720118783,154
4,323314.56467971957,321189.56467971957,19
5,321873.17851709505,319802.17851709505,30
1,278794.14361838944,275665.14361838944,28
2,768183.5208673931,759832.5208673931,103
3,1318545.6291267453,1314186.6291267453,66
4,323435.14292534825,321451.14292534825,10
5,322501.85023000446,319979.85023000446,34
1,278999.5992946885,276791.5992946885,36
2,771257.3413749192,761677.3413749192,132
3,1326130.7673185621,1323725.7673185621,53
4,326941.3327998132,322279.3327998132,27
5,322471.01909634785,320158.01909634785,41
1,280010.65559016546,278864.65559016546,18
2,766825.3395433814,764869.3395433814,48
3,1329739.7715107484,1325481.7715107484,92
4,327332.7094204535,324392.7094204535,25
5,324652.92141428636,320385.92141428636,41
1,286144.9200875758,282950.9200875758,35
2,772171.309979485,765364.309979485,129
3,1333819.9623607085,1327854.9623607085,111
4,326083.1135489343,324948.1135489343,15
5,323161.04153246374,320632.04153246374,39
1,286282.2059638069,284678.2059638069,21
2,768946.3325588022,765454.3325588022,62
3,1331607.6562265153,1328369.6562265153,70
4,327201.9339968263,325441.9339968263,14
5,323459.090712661,321026.090712661,29
1,288778.3696442766,286626.3696442766,34
2,773937.6055398248,767858.6055398248,81
3,1340214.0581385258,1328680.0581385258,170
4,328342.8439298372,326589.8439298372,10
5,323633.7906763961,321481.7906763961,17
1,289325.43873557,287408.43873557,27
2,778146.335711359,769031.335711359,122
3,1342900.950680058,1336658.950680058,99
4,328008.4901705424,326960.4901705424,12
5,324872.45590800507,323957.45590800507,19
1,291374.71097801154,288552.71097801154,34
2,773960.7317838533,769065.7317838533,145
3,1348774.7727945198,1338752.7727945198,114
4,329786.6280973035,328267.6280973035,16
5,328239.95283794927,324226.95283794927,38
1,293641.0379121493,292026.0379121493,32
2,775362.8592818206,770451.8592818206,110
3,1358991.9496935904,1340414.9496935904,160
4,329380.3695087377,328302.3695087377,10
5,329052.0777704928,324622.0777704928,37
1,294095.5406586269,292863.5406586269,19
2,789386.1389205185,779009.1389205185,143
3,1349222.7422032629,1343944.7422032629,109
4,333095.08601504343,329429.08601504343,28
5,332288.7514117768,328525.7514117768,33
1,297799.82590272196,294493.82590272196,30
2,786634.2113796605,779748.2113796605,103
3,1352102.5773389006,1348253.5773389006,84
4,332795.8976949845,329444.8976949845,19
5,332235.66558365594,330268.66558365594,19
1,298551.16699399473,294639.16699399473,37
2,786657.2588812079,782313.2588812079,72
3,1355237.8186164298,1348718.8186164298,95
4,333849.71223308303,329851.71223308303,26
5,334819.3095422865,332121.3095422865,32
1,296347.4822881152,295729.4822881152,13
2,795223.735397055,784279.735397055,136
3,1357801.9412283218,1349906.9412283218,109
4,332734.5204001914,330121.5204001914,15
5,334994.3268898009,332162.3268898009,34
1,299052.0931999515,296087.0931999515,35
2,791479.3469034637,785677.3469034637,125
3,1356663.057604352,1350730.057604352,93
4,333109.032449073,330343.032449073,26
5,334313.8228724695,333014.8228724695,16
1,298970.949819856,296795.949819856,38
2,791698.2269987628,788122.2269987628,94
3,1362980.6214424213,1353444.6214424213,126
4,335709.1414611566,332775.1414611566,16
5,335528.66022493906,333337.66022493906,17
1,298699.78746693203,297573.78746693203,26
2,804266.987565042,792863.987565042,146
3,1378314.0660379687,1358138.0660379687,171
4,338028.2531421576,333207.2531421576,28
5,338426.3694288368,335946.3694288368,31
1,300093.63374905917,298260.63374905917,27
2,805516.2199170628,794742.2199170628,135
3,1364638.2672537884,1359132.2672537884,85
4,335279.6281886125,333336.6281886125,17
5,339711.0459914491,337860.0459914491,27
1,301910.36525858974,299748.36525858974,28
2,802858.2364312299,800868.2364312299,64
3,1372557.9540843714,1364142.9540843714,148
4,338110.88355460146,333340.88355460146,28
5,343101.2101549757,340958.2101549757,28
1,302487.30804363097,300390.30804363097,36
2,813350.6802498314,804002.6802498314,151
3,1369332.4752577646,1366314.4752577646,61
4,335711.98952563753,333503.98952563753,16
5,342583.27441663767,341402.27441663767,22
1,304176.68709182565,300921.68709182565,29
2,811031.6366508796,807342.6366508796,95
3,1373303.7142623372,1367027.7142623372,70
4,337863.94647941773,335880.94647941773,18
5,344207.52384626877,342298.52384626877,37
1,304062.0028079473,301480.0028079473,36
2,817073.2378850471,808931.2378850471,108
3,1381499.0793177777,1367930.0793177777,112
4,337670.1487011774,335928.1487011774,27
5,347085.1385968849,343212.1385968849,39
1,304397.845704527,301747.845704527,37
2,822587.2690893125,811138.2690893125,152
3,1381951.6273340087,1375150.6273340087,54
4,340674.8876566289,337934.8876566289,16
5,344250.37464076205,343304.37464076205,15
1,304372.8102615614,302603.8102615614,15
2,820551.8577131144,811414.8577131144,154
3,1395385.7086702718,1375522.7086702718,161
4,341911.2692355535,341003.2692355535,10
5,347772.49064775783,345052.49064775783,36
1,307273.9761780124,303823.9761780124,36
2,822336.0002945133,817851.0002945133,77
3,1383863.7483355952,1378400.7483355952,57
4,346730.69889220997,343259.69889220997,22
5,349028.0029038464,345854.0029038464,36
1,305950.15065288835,304871.15065288835,13
2,824085.0337423511,819800.0337423511,104
3,1394985.056495186,1387133.056495186,66
4,346403.78488854633,343765.78488854633,17
5,349960.72911409946,346717.72911409946,25
1,312819.58999574167,311780.58999574167,21
2,826712.6156793156,820628.6156793156,118
3,1403549.3199730883,1393646.3199730883,101
4,349139.79922751716,346553.79922751716,15
5,350096.7282506079,347386.7282506079,42
1,315670.33979871107,312808.33979871107,26
2,834803.4655378133,824320.4655378133,158
3,1403220.359987827,1399821.359987827,54
4,349488.3756252985,346618.3756252985,22
5,351598.1860991561,347860.1860991561,43
1,316638.83602563693,313622.83602563693,31
2,834480.2714518894,831965.2714518894,75
3,1405954.297159453,1400103.297159453,84
4,350416.6358287889,347410.6358287889,19
5,349773.3210163237,348245.3210163237,33
1,319535.79880495043,318373.79880495043,20
2,836930.5968071014,832676.5968071014,48
3,1420488.6198688822,1412233.6198688822,169
4,350177.95075101533,347446.95075101533,26
5,352172.3724158534,349288.3724158534,33
1,321377.70101214224,318746.70101214224,26
2,843785.4611227043,832678.4611227043,157
3,1429223.8745131602,1414634.8745131602,122
4,349839.41052487725,348320.41052487725,21
5,351898.0547944219,349444.0547944219,19
1,322602.8753025487,319187.8753025487,30
2,839010.417534287,834971.417534287,115
3,1423195.2124427329,1417035.2124427329,99
4,350418.864211425,349270.864211425,11
5,353047.3565010656,350218.3565010656,22
1,323422.86119239376,321179.86119239376,27
2,838925.9820681466,835318.9820681466,48
3,1435829.0700220072,1428389.0700220072,75
4,350937.4214721345,349278.4214721345,13
5,351480.0733874599,350484.0733874599,16
1,323241.3793285181,321776.3793285181,26
2,839414.088063186,835424.088063186,60
3,1450191.459668376,1430527.459668376,170
4,351000.08778329234,349940.08778329234,11
5,355977.4669202873,352538.4669202873,28
1,326374.83974437224,324962.83974437224,17
2,839789.0480750843,835906.0480750843,79
3,1442242.214291871,1433630.214291871,106
4,355294.0951861448,350449.0951861448,28
5,355103.33162688784,354118.33162688784,19
1,326610.2929009042,325141.2929009042,33
2,844466.6816117581,837544.6816117581,135
3,1442380.7762930382,1434258.7762930382,161
4,351849.8248784536,350706.8248784536,10
5,361201.7541681995,359140.7541681995,38
1,327139.8660202611,325317.8660202611,23
2,846704.1823965842,841179.1823965842,65
3,1446919.3473950366,1438052.3473950366,89
4,355391.9094844525,351052.9094844525,25
5,364526.67829655326,359559.67829655326,41
1,329397.1605918553,325499.1605918553,38
2,849446.716393689,843140.716393689,95
3,1449462.1195864016,1440632.1195864016,145
4,356248.3517565806,354779.3517565806,20
5,363770.20515284705,361106.20515284705,21
1,327027.8008007714,325967.8008007714,18
2,853299.4275156116,844094.4275156116,121
3,1453337.1822696412,1441773.1822696412,133
4,359094.8658969604,356366.8658969604,26
5,365066.9497950003,361988.9497950003,44
1,332413.6305201137,330464.6305201137,19
2,851437.8747086348,844171.8747086348,92
3,1456788.0916467293,1442547.0916467293,159
4,358599.9331062066,356587.9331062066,25
5,364472.4558483024,363116.4558483024,18
1,333447.576622142,331169.576622142,22
2,856379.3782789089,848642.3782789089,145
3,1452508.5531940863,1443845.5531940863,98
4,359840.6030299061,357584.6030299061,28
5,366997.4738016149,364559.4738016149,24
1,332561.99077731854,331184.99077731854,28
2,853539.6816273682,848924.6816273682,98
3,1449123.976119626,1445100.976119626,54
4,360620.4413938901,358631.4413938901,27
5,368567.79952660704,366878.79952660704,24
1,332161.17717279843,331230.17717279843,20
2,855087.3415604458,849235.3415604458,73
3,1468149.8736052925,1464487.8736052925,70
4,362292.2276946559,360398.2276946559,12
5,368839.319326716,367532.319326716,28
1,333779.8482471254,332003.8482471254,18
2,853173.8899345248,849566.8899345248,80
3,1477031.8023872364,1470995.8023872364,63
4,362365.2593326489,360636.2593326489,14
5,371993.6132737802,368671.6132737802,29
1,333390.5410575086,332211.5410575086,19
2,859047.4922404229,849744.4922404229,147
3,1489257.362623145,1471201.362623145,145
4,362411.77247333707,360758.77247333707,20
5,376820.54945982364,371810.54945982364,42
1,334971.13091092353,332423.13091092353,27
2,855916.1292204177,851467.1292204177,51
3,1481194.9766888854,1471707.9766888854,147
4,363243.5996335583,361105.5996335583,18
5,374805.1603666308,372372.1603666308,26
1,337684.9341062421,334586.9341062421,31
2,860778.564490219,855671.564490219,86
3,1480141.1391035013,1472485.1391035013,62
4,364207.8133075668,362897.8133075668,11
5,376130.05748700444,373324.05748700444,21
1,338644.8718889333,334724.8718889333,35
2,870287.1053162283,865088.1053162283,81
3,1491746.907411515,1472809.907411515,169
4,366796.4095209886,363252.4095209886,28
5,377608.2921496974,376122.2921496974,24
1,337964.83939538145,336132.83939538145,35
2,874193.03670612,865089.03670612,153
3,1498047.1062579777,1482725.1062579777,133
4,369637.09060939826,367541.09060939826,13
5,381257.23897280515,379275.23897280515,14
1,339991.1768787243,338015.1768787243,32
2,874897.2647502077,870245.2647502077,115
3,1496501.7213148398,1487305.7213148398,82
4,369258.7151081013,368356.7151081013,10
5,382249.791620911,380008.791620911,25
1,339611.31346605084,338662.31346605084,21
2,883120.6166582875,870810.6166582875,150
3,1499989.225889813,1487586.225889813,112
4,373895.775044976,370607.775044976,18
5,387250.82449763943,382783.82449763943,42
1,345817.8485520664,342225.8485520664,38
2,877033.3737542254,871439.3737542254,95
3,1499095.9248482075,1489036.9248482075,132
4,372205.432102385,371118.432102385,10
5,384806.8287838668,383239.8287838668,27
1,343753.60583317553,342458.60583317553,24
2,883075.7018331732,878630.7018331732,56
3,1500282.0584295527,1492569.0584295527,145
4,374942.07392191264,372427.07392191264,15
5,384638.9127673122,383352.9127673122,14
1,345520.9498032105,342705.9498032105,36
2,890467.1441559215,883622.1441559215,85
3,1499670.2449509818,1493599.2449509818,64
4,375362.49662306975,372887.49662306975,20
5,386919.92558082973,383575.92558082973,42
1,343910.36278914066,342789.36278914066,15
2,887670.8444164394,883778.8444164394,104
3,1502669.222669439,1493926.222669439,82
4,377776.40159047063,373385.40159047063,28
5,387125.48153369816,383899.48153369816,42
1,344662.7631944529,343249.7631944529,12
2,889253.2009808946,884403.2009808946,100
3,1508321.5355935283,1497719.5355935283,138
4,375459.4072474451,373552.4072474451,28
5,386829.6347938403,385321.6347938403,22
1,345200.7803576805,343472.7803576805,22
2,895416.6490149694,885129.6490149694,120
3,1517815.493676153,1499039.493676153,163
4,378275.3108445232,374451.3108445232,24
5,388207.651146931,385916.651146931,18
1,344963.83992919716,344082.83992919716,12
2,895376.9042524066,886711.9042524066,132
3,1518821.1534206045,1507458.1534206045,142
4,378014.8101027504,376742.8101027504,16
5,389232.8300611039,386334.8300611039,33
1,347244.86839144316,345184.86839144316,33
2,891811.9273786861,886994.9273786861,76
3,1516485.6496628688,1511258.6496628688,59
4,379123.5803721901,377896.5803721901,12
5,392647.0443138869,387747.0443138869,41
1,347442.1596408934,345294.1596408934,35
2,900245.1900345499,890425.1900345499,158
3,1528191.0785469566,1512874.0785469566,128
4,381827.19877934374,379793.19877934374,22
